firstname,lastname,ssn,mciid,county,dobyy,dobmm,dobdd,suffix,referralid,referraltype,dob,dt_referral
ELIZBETH,RODRIGUEZ,683213425.0,61301.0,54,1985.0,3.0,4.0,,B033617,CPS,1985-03-04,2018-01-10
MARIE,WALKER,,52041.0,53,1996.0,11.0,7.0,,B025117,GPS,1996-11-07,2020-09-08
BROWN,ALBERT,588210999.0,5631.0,64,1961.0,4.0,2.0,,B007399,CPS,1961-04-02,2018-10-13
DAVID,DIAZ,246659431.0,7011.0,40,1982.0,7.0,25.0,,U006010,GPS,1982-07-25,2020-07-25
HENDERSON,ISABELLA,669723252.0,15461.0,30,1996.0,10.0,1.0,,B018594,GPS,1996-10-01,2018-07-24
EDWARD,WALKER,737249828.0,27360.0,38,1960.0,4.0,7.0,,B051939,GPS,1960-04-07,2021-11-10
JAMES,WILLIAMS,788173621.0,1123.0,27,1979.0,12.0,4.0,,U000122,CPS,1979-12-04,2021-11-10
KEVIN,ADAMS,741358143.0,48139.0,60,1990.0,7.0,13.0,,B005607,CPS,1990-07-13,2022-06-05
JOSEPH,WEAVER,706401640.0,,50,1983.0,3.0,11.0,,B068684,CPS,1983-03-11,2019-04-04
JEFFREY,COOK,754786695.0,88660.0,58,2003.0,8.0,15.0,,B074142,GPS,2003-08-15,2020-06-18
PATRICIDA,HUNT,160123789.0,36725.0,25,1995.0,6.0,3.0,,B019977,CPS,1995-06-03,2018-10-12
JOYCE,GREEN,301663658.0,15701.0,55,1999.0,5.0,13.0,,U014700,CPS,1999-05-13,2020-10-05
LAURA,JOHNSON,852068934.0,76048.0,35,1994.0,11.0,5.0,,B000209,GPS,1994-11-05,2021-06-11
JAMES,DAVIS,255690196.0,51855.0,66,1965.0,6.0,17.0,,B045482,CPS,1965-06-17,2022-02-22
PATRICIA,TERY,492142378.0,48896.0,6,1980.0,4.0,25.0,,B003271,CPS,1980-04-25,2021-02-11
MRY,SANCHEZ,106728928.0,43198.0,48,1960.0,6.0,21.0,,B066540,CPS,1960-06-21,2022-04-12
JAMES,SMITH,632260133.0,1280.0,7,2004.0,9.0,16.0,,U000279,GPS,2004-09-16,2022-06-04
OAY,ALVARADO,734777773.0,35089.0,40,1984.0,6.0,26.0,,B072012,GPS,1984-06-26,2021-11-08
CHBRLES,THOMAS,282729838.0,58528.0,15,1977.0,4.0,19.0,,B079054,CPS,1977-04-19,2021-11-18
ROBERT,RAMIREZ,749045195.0,57826.0,53,1968.0,3.0,16.0,,B010532,CPS,1968-03-16,2022-01-04
MARY,MILLER,359958367.0,15608.0,56,1966.0,8.0,22.0,,B044239,CPS,1966-08-22,2020-11-28
DONNA,DANIELS,678149354.0,79271.0,65,1999.0,2.0,10.0,,B055186,GPS,1999-02-10,2021-01-10
JAMES,RAMS,680422470.0,51816.0,30,1963.0,11.0,21.0,,B077061,GPS,1963-11-21,2022-08-21
ASHLEY,WILSON,608600030.0,11092.0,2,1988.0,1.0,13.0,,U010091,CPS,1988-01-13,2018-11-21
KAYLA,ZUNCAN,724534076.0,79501.0,31,2003.0,2.0,21.0,,B006212,GPS,2003-02-21,2018-02-23
EMATTHEW,WILLIAMS,488086416.0,5293.0,18,1983.0,6.0,1.0,,B065092,CPS,1983-06-01,2020-12-24
MARGARET,TAYLOR,767519091.0,12057.0,57,1969.0,1.0,19.0,,U011056,GPS,1969-01-19,2022-10-07
JAMES,BROWN,,33545.0,16,1990.0,6.0,10.0,,B004102,GPS,1990-06-10,2022-05-11
ROBERT,LEE,679773832.0,9837.0,61,1988.0,1.0,5.0,,U008836,GPS,1988-01-05,2020-04-04
LINDA,ANDERSON,470558104.0,11514.0,23,1960.0,6.0,2.0,,B009340,GPS,1960-06-02,2019-11-01
RICHARD,LEWIS,890239679.0,33059.0,24,2004.0,5.0,26.0,,B018526,CPS,2004-05-26,2019-02-22
NICHOLAS,BARNES,,27952.0,57,1992.0,9.0,26.0,,B055244,GPS,1992-09-26,2022-02-23
RQYAN,TAYLOR,611970076.0,17776.0,29,1982.0,6.0,20.0,,B015732,GPS,1982-06-20,2018-08-19
CLARENCE,MENDOZA,664683010.0,93867.0,44,1999.0,9.0,4.0,,B071939,GPS,1999-09-04,2019-09-04
RONALD,WHITE,567215539.0,94382.0,28,2004.0,4.0,26.0,,B012043,GPS,2004-04-26,2018-08-22
WILLIAMM,LEWIS,985493058.0,65327.0,30,1962.0,7.0,15.0,,B073168,GPS,1962-07-15,2021-07-05
CLARENCE,HILSON,929553678.0,94891.0,44,1999.0,5.0,10.0,,B067264,GPS,1999-05-10,2018-08-28
ASHLEY,DHUDSON,330184244.0,28955.0,47,2002.0,7.0,11.0,,B083591,CPS,2002-07-11,2019-07-14
SANDRA,FOSTER,992139709.0,84937.0,55,2003.0,3.0,22.0,,B001868,GPS,2003-03-22,2021-02-22
JOSHUA,MORRIS,162029285.0,7555.0,16,1997.0,3.0,18.0,,U006554,GPS,1997-03-18,2021-08-15
ROBERT,CLARK,502124906.0,66990.0,18,1991.0,6.0,3.0,3.0,B014677,GPS,1991-06-03,2021-05-28
JOHN,BELL,953977772.0,8359.0,36,1976.0,7.0,25.0,,B011441,GPS,1976-07-25,2020-04-22
MARGARET,MARTIN,750190651.0,11026.0,22,1960.0,4.0,9.0,,U010025,GPS,1960-04-09,2019-07-26
MICHAEL,JONES,539828280.0,37410.0,65,1963.0,4.0,11.0,,B047361,GPS,1963-04-11,2020-05-17
MARY,YOUNG,284074200.0,,23,1960.0,11.0,11.0,,B067507,CPS,1960-11-11,2019-10-01
EMM,CRAWFORD,700514069.0,3767.0,42,1997.0,1.0,26.0,,B040136,CPS,1997-01-26,2020-01-09
JAMS,YOUNG,859353028.0,66550.0,11,1974.0,8.0,14.0,,B006704,GPS,1974-08-14,2019-07-28
RICHARD,PERKINS,272621226.0,1604.0,47,1981.0,6.0,13.0,,U000603,GPS,1981-06-13,2018-08-03
MHICHAEL,LYONS,139881283.0,37861.0,40,1967.0,1.0,5.0,,B064373,CPS,1967-01-05,2021-06-07
JAMES,POWELL,585750167.0,50710.0,50,1962.0,8.0,22.0,,B061142,GPS,1962-08-22,2019-11-13
JOSHUA,MILLEJR,785922460.0,46780.0,59,1989.0,4.0,18.0,2.0,B064085,GPS,1989-04-18,2020-03-15
JOHN,DAVIS,364741110.0,5704.0,34,1994.0,2.0,12.0,,U004703,GPS,1994-02-12,2021-12-20
SEAN,GUTIERREZ,961117787.0,88703.0,52,1970.0,1.0,8.0,,B015588,CPS,1970-01-08,2019-11-13
ANDREW,RODRIGUEZ,772799087.0,7996.0,49,1993.0,2.0,6.0,,B000694,GPS,1993-02-06,2020-11-11
JOHN,SCOTT,223910513.0,7410.0,62,1992.0,11.0,25.0,,B022113,GPS,1992-11-25,2021-06-07
GLORAI,NGUYEN,361727643.0,35034.0,21,1989.0,1.0,15.0,,B077583,CPS,1989-01-15,2019-12-18
THOAS,BURNS,317898875.0,61041.0,59,1996.0,10.0,17.0,,B063308,GPS,1996-10-17,2022-01-19
GABRIEL,TAYLOR,273652367.0,51641.0,51,1977.0,6.0,6.0,,B051672,GPS,1977-06-06,2020-11-24
TERRY,OYD,477854572.0,78918.0,20,1991.0,3.0,3.0,,B083509,GPS,1991-03-03,2020-05-20
JAMES,THOMPSON,661251830.0,61054.0,52,1994.0,6.0,4.0,,B022257,CPS,1994-06-04,2020-01-23
SANDRA,GACIA,925628188.0,36608.0,63,1962.0,7.0,23.0,,B056516,CPS,1962-07-23,2021-09-19
DENISE,RVOSE,505729480.0,26293.0,65,1963.0,10.0,24.0,,B067650,GPS,1963-10-24,2018-12-17
SUSAN,ROMERO,705359499.0,70329.0,5,1989.0,10.0,20.0,,B069165,CPS,1989-10-20,2020-10-09
STEPHNIE,GORDON,717555294.0,48832.0,42,1980.0,3.0,22.0,,B084193,CPS,1980-03-22,2018-08-03
LAUREN,SMITH,550904068.0,,39,1966.0,12.0,22.0,,B027703,GPS,1966-12-22,2021-03-17
JOHN,THOMAS,428675896.0,14210.0,54,1991.0,3.0,17.0,,U013209,GPS,1991-03-17,2022-12-20
EMILY,ROBERTS,886011795.0,15386.0,30,1984.0,10.0,20.0,,U014385,GPS,1984-10-20,2018-10-26
LINFA,HOLLAND,983896750.0,81268.0,64,1988.0,10.0,7.0,,B040794,CPS,1988-10-07,2020-02-05
JAMES,SMIHT,137962719.0,10552.0,20,1977.0,8.0,19.0,,B011292,CPS,1977-08-19,2019-12-04
DEBORAH,MILLER,485772070.0,3345.0,8,2000.0,8.0,28.0,,B053969,GPS,2000-08-28,2019-08-09
LISA,CRUZ,133159463.0,6587.0,11,1983.0,7.0,16.0,,U005586,GPS,1983-07-16,2021-04-15
HARRIS,ROBERT,669176837.0,44140.0,39,1976.0,3.0,25.0,,B036331,GPS,1976-03-25,2018-10-16
HLINDA,DAVIS,311568441.0,50872.0,24,1980.0,10.0,5.0,,B054711,GPS,1980-10-05,2018-06-24
ERIC,SANDERS,553152529.0,6339.0,38,1965.0,10.0,2.0,3.0,U005338,GPS,1965-10-02,2022-05-02
MELISSA,JOHNSON,970821859.0,1206.0,4,1975.0,4.0,26.0,,U000205,CPS,1975-04-26,2018-01-26
MARY,HAKWINS,343057037.0,5657.0,5,2002.0,5.0,2.0,,B029048,GPS,2002-05-02,2021-06-14
KAREN,WALKER,569379080.0,95428.0,49,1984.0,2.0,4.0,,B042722,CPS,1984-02-04,2018-06-25
THMOAS,BROWN,515263420.0,45090.0,37,1969.0,12.0,27.0,,B039080,GPS,1969-12-27,2022-03-27
PATRICIA,MCDONALD,415416406.0,81073.0,61,1983.0,3.0,14.0,,B061707,GPS,1983-03-14,2018-04-01
MEMMA,BARKER,424122253.0,48122.0,45,1989.0,5.0,25.0,,B026372,GPS,1989-05-25,2021-06-24
BRIAN,RODRIGUEZ,106562560.0,13434.0,57,1984.0,5.0,9.0,,B044871,GPS,1984-05-09,2021-07-22
DAVID,NASH,958591801.0,45803.0,58,1976.0,9.0,8.0,,B027916,CPS,1976-09-08,2021-10-15
PAUL,HAZSEN,260586367.0,32075.0,62,1966.0,3.0,13.0,,B063832,GPS,1966-03-13,2022-08-19
SCOTT,SMITH,461067000.0,50969.0,10,1983.0,12.0,10.0,,B044772,CPS,1983-12-10,2022-11-23
MARY,WOODS,891732753.0,3704.0,31,1996.0,10.0,17.0,,B017040,GPS,1996-10-17,2018-08-17
ANTHONY,MSITH,607680188.0,9074.0,6,1998.0,7.0,28.0,,B043151,GPS,1998-07-28,2022-08-16
SHARON,SCOTT,898916710.0,12263.0,2,1981.0,8.0,2.0,,U011262,GPS,1981-08-02,2021-03-24
VINCENT,DUNN,742650624.0,13280.0,6,1996.0,9.0,15.0,,U012279,GPS,1996-09-15,2018-05-01
JOSEPH,SMITH,711038928.0,5467.0,36,1966.0,9.0,16.0,,B040954,GPS,1966-09-16,2021-10-14
CARROLL,JAMES,278657064.0,76393.0,39,1976.0,5.0,12.0,,B040597,CPS,1976-05-12,2020-12-05
LISA,HILL,928702140.0,12718.0,8,1971.0,2.0,11.0,,U011717,GPS,1971-02-11,2021-04-22
SARAH,ALVAREZ,971036391.0,3204.0,9,1973.0,2.0,3.0,,B034622,CPS,1973-02-03,2018-01-20
SHIRLYE,SMITH,476929530.0,45063.0,16,2003.0,2.0,6.0,,B068020,GPS,2003-02-06,2018-02-17
RICHARD,YOUNG,632722649.0,50141.0,22,1975.0,8.0,28.0,,B045802,CPS,1975-08-28,2018-12-26
STEVEN,POWELL,272478177.0,12710.0,14,1971.0,11.0,24.0,2.0,U011709,GPS,1971-11-24,2019-05-11
ALBERT,LOPEZ,645021159.0,29682.0,3,1991.0,2.0,10.0,,B038735,CPS,1991-02-10,2022-03-09
BROWN,ROBERT,427017045.0,18445.0,62,2002.0,2.0,5.0,,B029455,CPS,2002-02-05,2019-01-23
AMADA,STEWART,362903065.0,50220.0,22,1971.0,9.0,1.0,,B062694,CPS,1971-09-01,2021-10-24
KIMBERLY,DAVIS,232814558.0,64987.0,32,1989.0,4.0,8.0,,B055918,CPS,1989-04-08,2020-06-12
DONALD,SMITH,262840657.0,12101.0,61,2001.0,2.0,9.0,,B054816,CPS,2001-02-09,2020-03-06
BRANDON,GONZALEZ,237765376.0,32321.0,45,1970.0,3.0,27.0,,B056414,CPS,1970-03-27,2022-10-06
JAMES,GEORGE,,34743.0,29,1981.0,2.0,6.0,,B068945,CPS,1981-02-06,2022-06-23
BATBARA,RICHARDSON,255951568.0,95611.0,39,1990.0,10.0,26.0,,B061394,CPS,1990-10-26,2018-03-10
MARY,SMITH,256694638.0,2696.0,4,1989.0,6.0,10.0,,U001695,CPS,1989-06-10,2021-08-26
MEGAN,LEE,524574371.0,95117.0,25,1996.0,5.0,5.0,,B042678,GPS,1996-05-05,2018-08-20
MARIA,JONES,807864204.0,17343.0,60,1989.0,3.0,17.0,,B030020,CPS,1989-03-17,2019-10-02
RACHEL,MOORE,,71188.0,10,1966.0,2.0,13.0,,B076281,CPS,1966-02-13,2018-06-22
VICTORIA,GARCIA,179197635.0,67130.0,10,1964.0,5.0,10.0,,B072728,CPS,1964-05-10,2021-05-08
JAMES,SCOTT,891028207.0,86953.0,9,1974.0,5.0,11.0,3.0,B000386,GPS,1974-05-11,2021-12-27
WILLIAM,MILLES,816745126.0,63836.0,3,1965.0,6.0,17.0,,B033927,CPS,1965-06-17,2018-12-25
MOORE,RONALD,685446367.0,36778.0,34,1964.0,7.0,10.0,,B050613,CPS,1964-07-10,2018-12-03
FRANCES,WILLIAMS,337165578.0,38280.0,44,1971.0,2.0,12.0,,B080210,CPS,1971-02-12,2019-11-23
RAYOOND,RAMIREZ,726923430.0,9091.0,14,1961.0,12.0,27.0,,B041792,GPS,1961-12-27,2020-02-21
CHRITSINE,RYAN,683223101.0,18779.0,17,1965.0,10.0,26.0,,B015185,CPS,1965-10-26,2022-05-06
LOPEZ,STEPHANIE,482875573.0,93904.0,13,1986.0,3.0,3.0,,B073489,CPS,1986-03-03,2020-11-06
BRENDA,RIVERA,112423917.0,63070.0,53,2001.0,3.0,24.0,,B056911,CPS,2001-03-24,2021-10-16
JOSEPH,MITCHELL,337354902.0,15664.0,42,1984.0,6.0,2.0,,B076292,GPS,1984-06-02,2021-09-02
JEFFREY,JONES,446869512.0,45320.0,49,2001.0,3.0,9.0,,B008118,CPS,2001-03-09,2019-07-04
JOHN,KIM,463418411.0,31573.0,34,1967.0,5.0,17.0,,B069835,GPS,1967-05-17,2018-11-01
DAVID,JOHNSON,500289321.0,6150.0,43,2001.0,10.0,1.0,,U005149,GPS,2001-10-01,2021-01-24
JAMES,ELLIS,986049044.0,,43,2001.0,10.0,18.0,,B054304,GPS,2001-10-18,2018-04-12
RAMOS,KENNETH,742617247.0,65989.0,16,1987.0,6.0,14.0,,B050298,GPS,1987-06-14,2020-05-12
ALICE,WHITE,581319683.0,17739.0,35,1979.0,9.0,26.0,,B046716,GPS,1979-09-26,2019-04-24
JOHN,BLAKE,398182229.0,15103.0,55,1976.0,8.0,22.0,,B024783,CPS,1976-08-22,2018-06-12
HNN,HENRY,621981706.0,89384.0,52,1968.0,6.0,24.0,,B012076,GPS,1968-06-24,2019-10-23
JOSEPH,FISHER,520521095.0,2009.0,16,1972.0,5.0,20.0,,U001008,GPS,1972-05-20,2021-08-05
GEORGE,SMITH,507029807.0,74901.0,48,1993.0,5.0,28.0,,B011179,CPS,1993-05-28,2022-07-07
ROBERT,GARCIA,626400228.0,8465.0,30,1960.0,3.0,21.0,,B037136,GPS,1960-03-21,2022-01-24
TERESA,GAIRCIA,532335988.0,31408.0,35,1975.0,6.0,22.0,,B005914,CPS,1975-06-22,2022-09-23
OSCAR,STEWART,455870257.0,44527.0,45,1968.0,7.0,24.0,,B049608,CPS,1968-07-24,2019-12-22
AKSHLEY,CARTER,585709946.0,33473.0,10,1982.0,4.0,8.0,,B011528,GPS,1982-04-08,2019-09-28
JUDITH,DAVIS,653877593.0,80412.0,58,1988.0,3.0,22.0,,B038165,GPS,1988-03-22,2018-06-08
RUTH,MENDOZA,500297513.0,3113.0,44,1979.0,1.0,5.0,,B053010,CPS,1979-01-05,2018-03-02
JOSHUA,HALL,206916797.0,97275.0,6,1990.0,2.0,6.0,,B082016,CPS,1990-02-06,2019-03-18
MICHAEL,WRIGHT,965176000.0,60716.0,59,1969.0,12.0,12.0,,B068666,CPS,1969-12-12,2020-10-23
RAYEMOND,THOMAS,951195676.0,24840.0,61,1977.0,6.0,13.0,,B073551,CPS,1977-06-13,2022-11-25
CYNTHIA,ROBINSOYN,855759558.0,5705.0,36,1962.0,1.0,7.0,2.0,B027050,GPS,1962-01-07,2018-11-27
KETVIN,JOHNSON,148501261.0,67037.0,67,1963.0,5.0,16.0,,B006780,CPS,1963-05-16,2021-06-11
RUTH,HIANSEN,631952719.0,78133.0,32,1980.0,2.0,28.0,,B044891,CPS,1980-02-28,2019-04-23
KAREN,MILLER,756457377.0,41090.0,54,1998.0,1.0,10.0,,B072154,CPS,1998-01-10,2020-09-19
GEORGE,HARDY,352968111.0,1694.0,41,1992.0,2.0,9.0,,U000693,CPS,1992-02-09,2019-07-06
HELEN,OWENS,471857159.0,89666.0,8,1982.0,11.0,13.0,,B076095,GPS,1982-11-13,2022-10-09
JENNIFER,SANDERS,811708981.0,92966.0,22,1997.0,7.0,13.0,,B020047,GPS,1997-07-13,2018-06-24
KAREN,HENRY,246136385.0,62211.0,22,1965.0,6.0,18.0,,B027657,CPS,1965-06-18,2022-11-07
ARY,PERRY,467468425.0,38039.0,63,1981.0,9.0,5.0,,B009399,CPS,1981-09-05,2019-07-10
MICHAEL,ALVARADO,668865391.0,81453.0,29,1994.0,2.0,17.0,,B011219,CPS,1994-02-17,2020-09-25
VICTORIA,BOYD,426291574.0,52471.0,67,1984.0,3.0,14.0,,B046707,GPS,1984-03-14,2019-05-15
MICHAEL,MARTINEZ,692968728.0,62879.0,18,1968.0,10.0,8.0,,B054290,GPS,1968-10-08,2022-11-14
DAVIS,SANDRA,421734731.0,76945.0,39,1968.0,5.0,7.0,,B019937,GPS,1968-05-07,2022-01-18
SILVA,JAMES,810435246.0,34678.0,8,1990.0,5.0,7.0,,B035157,CPS,1990-05-07,2022-12-09
KAREN,STONE,706837689.0,2087.0,37,1965.0,8.0,4.0,,B075320,GPS,1965-08-04,2021-02-22
FDONALD,RODRIGUEZ,625607155.0,24310.0,45,1960.0,7.0,4.0,,B048671,GPS,1960-07-04,2019-05-14
PATRICIA,BOYD,279298592.0,11887.0,65,1983.0,4.0,28.0,,B043351,CPS,1983-04-28,2022-08-20
ELIZABETH,HERNANDEZ,295786567.0,45889.0,62,1962.0,5.0,11.0,,B052234,CPS,1962-05-11,2020-01-07
PATRICK,LOMEZ,627213493.0,8626.0,30,1978.0,3.0,19.0,,B041340,GPS,1978-03-19,2018-03-19
MRY,ANDERSON,398015625.0,8427.0,13,1982.0,7.0,3.0,,B033822,CPS,1982-07-03,2020-11-27
JACQUELINE,WILLAMS,330793208.0,85972.0,50,1965.0,7.0,23.0,,B020256,GPS,1965-07-23,2019-03-17
OAMES,GARCIA,404581464.0,1010.0,24,1964.0,5.0,7.0,,B027206,CPS,1964-05-07,2019-03-03
ANNA,DAVIS,265456471.0,85077.0,20,2001.0,3.0,4.0,,B061407,CPS,2001-03-04,2019-04-23
MTARY,JOHNSON,586011343.0,20450.0,14,1995.0,12.0,15.0,,B016226,GPS,1995-12-15,2022-12-02
JAOMES,GARCIA,230694732.0,2351.0,11,1982.0,1.0,18.0,,B027757,CPS,1982-01-18,2018-08-26
PATEL,CHRISTOPHER,419134473.0,18808.0,32,1962.0,4.0,16.0,,B071127,GPS,1962-04-16,2020-09-23
JOSEPH,BLACK,307387216.0,12160.0,6,1987.0,11.0,17.0,,U011159,GPS,1987-11-17,2019-09-06
WILWIAM,DAVIS,534682848.0,36839.0,58,1976.0,3.0,19.0,,B083583,CPS,1976-03-19,2021-09-08
SARAH,SANCHEZ,524379720.0,50084.0,40,1978.0,9.0,14.0,,B084821,CPS,1978-09-14,2018-11-05
MARY,LE,527267583.0,97478.0,27,2002.0,1.0,14.0,,B053251,CPS,2002-01-14,2022-02-15
JENNIFER,HERNANDEZ,544532560.0,8247.0,25,1986.0,1.0,21.0,,B014746,GPS,1986-01-21,2018-08-09
VICTORIA,SMITH,374643419.0,46449.0,25,1992.0,6.0,16.0,,B013280,GPS,1992-06-16,2022-07-06
JOSHUA,BROWN,481598447.0,,61,1972.0,9.0,27.0,,B066168,GPS,1972-09-27,2018-12-20
SARA,SMILH,849673684.0,26176.0,28,1964.0,10.0,22.0,,B059884,GPS,1964-10-22,2018-07-22
FRANK,KENNEDY,931836249.0,36904.0,37,1980.0,9.0,14.0,,B059812,GPS,1980-09-14,2022-05-27
DOUGLAS,PEREZ,313766877.0,9225.0,55,1976.0,1.0,22.0,,U008224,GPS,1976-01-22,2019-04-16
DONALGD,CASTILLO,995789011.0,86933.0,38,1973.0,6.0,24.0,,B047367,GPS,1973-06-24,2018-05-05
KEVIN,RODRIGUEZ,945495034.0,19609.0,14,1993.0,8.0,18.0,,B056035,CPS,1993-08-18,2021-02-07
KEVIP,SILVA,461234199.0,63747.0,64,2002.0,10.0,6.0,,B004535,CPS,2002-10-06,2020-09-06
DAVID,BOYD,808173230.0,3890.0,10,1977.0,12.0,21.0,,U002889,GPS,1977-12-21,2020-04-09
SUSAN,BERRY,216431410.0,3438.0,29,1963.0,4.0,16.0,,B043094,GPS,1963-04-16,2018-03-22
WILLIAM,WOLFE,625079401.0,74982.0,27,1973.0,8.0,28.0,,B078210,CPS,1973-08-28,2020-04-03
JAMES,LOPETZ,912403573.0,1073.0,20,1966.0,2.0,9.0,,B064595,CPS,1966-02-09,2022-02-07
JESSE,YOUNG,905520612.0,46919.0,31,1981.0,10.0,3.0,,B058051,CPS,1981-10-03,2018-04-18
ASHHEY,THOMAS,211134719.0,90550.0,40,1993.0,3.0,27.0,,B068112,GPS,1993-03-27,2020-10-03
DENISE,ROBINSON,749885912.0,66282.0,42,1990.0,4.0,2.0,,B001756,GPS,1990-04-02,2021-06-10
KATHERINE,FLORES,575872910.0,12968.0,39,1994.0,12.0,25.0,,U011967,CPS,1994-12-25,2021-05-16
KEITH,WILLIAMS,516284465.0,10133.0,35,2003.0,11.0,18.0,,U009132,GPS,2003-11-18,2020-05-26
JOHN,GRAVES,175450124.0,9687.0,8,1999.0,1.0,6.0,,U008686,CPS,1999-01-06,2022-02-18
PATRICIA,WRIGHT,311978450.0,11515.0,66,1986.0,8.0,22.0,,U010514,GPS,1986-08-22,2022-10-14
BRENDA,WILLIAMS,462139380.0,15732.0,23,1982.0,2.0,5.0,,U014731,GPS,1982-02-05,2020-10-03
ROBERT,WILLIAMS,673955307.0,1586.0,52,1990.0,7.0,15.0,,B022024,GPS,1990-07-15,2020-09-13
JENNIFER,LEWIS,993801202.0,24911.0,57,1986.0,1.0,25.0,,B076772,CPS,1986-01-25,2018-10-20
PHILIP,SMITH,,38549.0,9,1986.0,4.0,24.0,,B027007,GPS,1986-04-24,2020-11-02
DONNA,HUGHES,,62736.0,23,1980.0,7.0,2.0,,B037030,CPS,1980-07-02,2022-01-17
RAYMOND,WILLIAMS,562580056.0,7858.0,38,1994.0,11.0,25.0,,B036948,GPS,1994-11-25,2022-06-26
RSBERT,SMITH,910705453.0,60287.0,53,1991.0,11.0,14.0,,B075199,CPS,1991-11-14,2021-04-04
EVANS,CHARLES,476655148.0,5349.0,59,1998.0,9.0,16.0,,B082335,CPS,1998-09-16,2020-05-25
DOROTHY,BENNETT,884159322.0,10535.0,52,1979.0,3.0,13.0,,U009534,CPS,1979-03-13,2020-02-23
TIMOTHY,WILSON,,52318.0,4,1965.0,7.0,18.0,,B063690,GPS,1965-07-18,2019-06-24
MECHAEL,HARRIS,362563333.0,10554.0,39,1960.0,10.0,21.0,,B054165,CPS,1960-10-21,2020-09-04
JAMES,GARZVA,952855477.0,64771.0,60,1962.0,7.0,17.0,,B015150,CPS,1962-07-17,2021-10-09
MARY,WILLIAMS,567899899.0,,57,1994.0,10.0,14.0,,B038546,CPS,1994-10-14,2020-08-02
JAMES,JONZES,290247684.0,32867.0,2,1962.0,10.0,1.0,,B023572,GPS,1962-10-01,2019-02-11
WILLIAMS,MICHAEL,967744935.0,83883.0,10,1994.0,4.0,4.0,,B082630,GPS,1994-04-04,2019-02-20
JENNIFUR,WILLIAMS,679259474.0,46082.0,4,1979.0,4.0,10.0,,B066433,CPS,1979-04-10,2021-06-01
RAYMOND,JOHNSON,531682388.0,15339.0,27,1992.0,2.0,16.0,,U014338,CPS,1992-02-16,2020-02-03
CAROL,ANDREWS,488053943.0,41363.0,24,1960.0,4.0,25.0,,B077256,CPS,1960-04-25,2022-04-13
DANGIELLE,ROBERTS,264749828.0,33164.0,30,1988.0,1.0,10.0,,B037271,GPS,1988-01-10,2020-11-05
DEBRA,HERNANDEZ,454134142.0,13102.0,1,1991.0,5.0,19.0,,U012101,GPS,1991-05-19,2022-06-20
KELLY,CSTRO,701655318.0,100812.0,9,1971.0,1.0,27.0,,B025825,GPS,1971-01-27,2019-12-22
ATTHEW,JOHNSON,477388705.0,68326.0,62,1992.0,7.0,14.0,,B057730,CPS,1992-07-14,2019-06-19
AMANDA,BUTLER,863485813.0,31040.0,59,1979.0,1.0,1.0,,B050044,GPS,1979-01-01,2020-10-01
DONALD,WHITE,550871521.0,,60,1990.0,4.0,18.0,,B076621,GPS,1990-04-18,2022-08-27
THOMAS,WELCH,449228121.0,66992.0,3,1974.0,8.0,7.0,,B034263,CPS,1974-08-07,2022-06-25
JAMES,PELCH,614172331.0,92897.0,60,1980.0,8.0,10.0,,B025103,CPS,1980-08-10,2018-10-11
EDWARD,ARMSTRONG,,95057.0,50,1972.0,9.0,9.0,,B066226,GPS,1972-09-09,2019-06-18
MICHAEL,SPENCRE,334483802.0,25826.0,58,1994.0,11.0,10.0,,B055401,CPS,1994-11-10,2019-06-21
JAMENS,SMITH,831841858.0,46973.0,42,2000.0,4.0,22.0,,B046728,GPS,2000-04-22,2020-03-27
TERRY,GRAY,897355567.0,10807.0,51,1989.0,3.0,17.0,,U009806,GPS,1989-03-17,2019-05-04
LINDA,TKIM,132188863.0,28300.0,64,1990.0,9.0,14.0,,B081641,GPS,1990-09-14,2021-06-06
ELIZBETH,BROWN,183534969.0,76558.0,35,1969.0,4.0,23.0,,B037696,CPS,1969-04-23,2021-01-03
WILLIMA,PALMER,896539646.0,4038.0,45,2002.0,2.0,4.0,,B061451,GPS,2002-02-04,2021-02-04
WILLIAM,MILLER,135568994.0,35036.0,1,1988.0,4.0,24.0,,B056361,CPS,1988-04-24,2021-06-27
ROBINSON,JAMES,782951079.0,41885.0,39,2004.0,12.0,26.0,,B049950,CPS,2004-12-26,2022-11-08
RYAN,BELL,633637641.0,1054.0,39,1998.0,1.0,25.0,,U000053,CPS,1998-01-25,2019-09-22
TYLER,TAYLOR,660226426.0,90098.0,12,1970.0,11.0,24.0,,B005206,CPS,1970-11-24,2021-07-23
KAREN,ELLIS,216542087.0,85801.0,12,1966.0,4.0,6.0,,B083161,GPS,1966-04-06,2021-12-03
KIMBERLY,SMITXH,116864819.0,55904.0,29,1981.0,5.0,1.0,,B017790,GPS,1981-05-01,2020-10-26
AMES,LOPEZ,537653908.0,37368.0,35,1987.0,6.0,18.0,,B069110,CPS,1987-06-18,2018-12-20
JAMES,NELSON,624264660.0,14576.0,20,1982.0,2.0,23.0,,U013575,CPS,1982-02-23,2022-08-11
TYLXER,ANDERSON,991734265.0,46565.0,30,2003.0,8.0,4.0,1.0,B000916,GPS,2003-08-04,2021-08-25
VINCENT,SMITH,280812788.0,70792.0,19,1997.0,2.0,11.0,,B016911,CPS,1997-02-11,2020-07-08
