firstname,lastname,ssn,mciid,county,dobyy,dobmm,dobdd,suffix,referralid,referraltype,dob,dt_referral,true_entity_id,bin1,bin2
WAYNE,GARDNER,322611819.0,2508.0,24,1977.0,2.0,10.0,2.0,A001507,GPS,1977-02-10,2020-07-09,1507,0,0
JAMES,PEREZ,748378237.0,2509.0,53,1999.0,12.0,5.0,,A001508,GPS,1999-12-05,2019-04-08,1508,0,0
ROGER,BROWN,858936807.0,2510.0,12,1986.0,5.0,5.0,,A001509,GPS,1986-05-05,2021-06-10,1509,1,1
BARBARA,BAILEY,495637367.0,2511.0,42,1972.0,2.0,13.0,,A001510,CPS,1972-02-13,2019-08-15,1510,1,0
AMBER,JOHNSON,183465655.0,2512.0,34,2001.0,1.0,28.0,,A001511,GPS,2001-01-28,2018-07-26,1511,1,1
ALEXANDER,LOPEZ,718850529.0,2513.0,6,1981.0,2.0,16.0,,A001512,CPS,1981-02-16,2018-03-02,1512,1,0
JAMES,ORTIZ,369062998.0,2514.0,65,1985.0,10.0,6.0,,A001513,CPS,1985-10-06,2022-12-26,1513,1,0
WILLIAM,LOPEZ,684936689.0,2515.0,32,1976.0,11.0,17.0,,A001514,GPS,1976-11-17,2019-08-27,1514,1,0
ANNA,WELLS,372849363.0,2516.0,30,1972.0,12.0,1.0,,A001515,CPS,1972-12-01,2021-06-01,1515,0,0
JOSEPH,JOHNSON,871769965.0,2517.0,9,2002.0,9.0,26.0,,A001516,GPS,2002-09-26,2018-11-14,1516,0,0
AUSTIN,JOHNSON,399045494.0,2518.0,63,1979.0,5.0,20.0,,A001517,GPS,1979-05-20,2019-03-16,1517,1,0
JOAN,JENKINS,738420983.0,2519.0,30,1981.0,4.0,18.0,,A001518,CPS,1981-04-18,2021-04-15,1518,1,0
RANDY,THOMAS,634211155.0,2520.0,63,1995.0,5.0,9.0,,A001519,CPS,1995-05-09,2019-07-21,1519,0,1
MARY,MEDINA,164490171.0,2521.0,17,1983.0,11.0,16.0,,A001520,CPS,1983-11-16,2018-01-25,1520,1,0
BRIAN,ANDERSON,449382779.0,2522.0,6,1995.0,4.0,4.0,,A001521,GPS,1995-04-04,2018-03-21,1521,1,0
JONATHAN,WILSON,306729265.0,2523.0,33,1973.0,6.0,5.0,,A001522,GPS,1973-06-05,2020-03-22,1522,0,1
CHRISTOPHER,JOHNSON,952429425.0,2524.0,41,1985.0,4.0,23.0,,A001523,CPS,1985-04-23,2018-01-01,1523,1,0
MARY,OLSON,106853061.0,2525.0,64,1991.0,5.0,20.0,,A001524,GPS,1991-05-20,2019-04-18,1524,1,0
JAMES,RILEY,311303073.0,2526.0,46,1993.0,7.0,28.0,,A001525,CPS,1993-07-28,2019-04-14,1525,1,0
JAMES,HARRIS,829592988.0,2527.0,56,1969.0,12.0,1.0,,A001526,GPS,1969-12-01,2021-06-14,1526,1,1
JENNIFER,WALKER,984072096.0,2528.0,36,1980.0,12.0,28.0,1.0,A001527,GPS,1980-12-28,2018-08-19,1527,0,1
JESSICA,SMITH,409212523.0,2529.0,45,1967.0,12.0,12.0,,A001528,CPS,1967-12-12,2018-05-26,1528,1,1
ANTHONY,CAMPBELL,428031485.0,2530.0,26,1970.0,3.0,3.0,,A001529,CPS,1970-03-03,2018-05-07,1529,0,0
TYLER,GARCIA,561920805.0,2531.0,50,1979.0,1.0,12.0,,A001530,GPS,1979-01-12,2021-09-18,1530,0,0
ASHLEY,MARSHALL,202653478.0,2532.0,2,2003.0,5.0,12.0,,A001531,CPS,2003-05-12,2019-04-18,1531,0,0
GEORGE,BROWN,420870542.0,2533.0,44,1987.0,6.0,20.0,,A001532,GPS,1987-06-20,2021-07-05,1532,1,1
CHRISTOPHER,HOLMES,438845825.0,2534.0,27,1973.0,2.0,26.0,,A001533,GPS,1973-02-26,2021-07-09,1533,1,0
KAREN,MORALES,964059772.0,2535.0,19,1975.0,11.0,12.0,,A001534,CPS,1975-11-12,2021-11-24,1534,0,1
JENNIFER,SMITH,634437033.0,2536.0,13,1977.0,5.0,17.0,,A001535,GPS,1977-05-17,2018-08-07,1535,1,0
DEBRA,JONES,810350507.0,2537.0,34,2000.0,5.0,5.0,,A001536,GPS,2000-05-05,2021-12-16,1536,1,0
DAVID,CHAVEZ,131240180.0,2538.0,33,2000.0,4.0,4.0,,A001537,CPS,2000-04-04,2021-07-22,1537,0,0
JACQUELINE,JOHNSON,816729650.0,2539.0,27,1969.0,4.0,27.0,,A001538,GPS,1969-04-27,2020-07-24,1538,1,1
JOHN,HALL,462310038.0,2540.0,14,1988.0,2.0,17.0,,A001539,CPS,1988-02-17,2020-07-16,1539,0,0
BRENDA,KING,556333896.0,2541.0,60,1988.0,10.0,20.0,,A001540,CPS,1988-10-20,2019-08-15,1540,0,0
RACHEL,TAYLOR,290820826.0,2542.0,4,1964.0,6.0,14.0,,A001541,GPS,1964-06-14,2018-08-05,1541,0,0
BARBARA,JOHNSON,119813148.0,2543.0,21,1995.0,12.0,3.0,,A001542,CPS,1995-12-03,2020-09-26,1542,1,0
SUSAN,WEBB,504113043.0,2544.0,45,1964.0,10.0,14.0,,A001543,CPS,1964-10-14,2018-03-18,1543,0,0
MARY,MAXWELL,251865118.0,2545.0,39,1986.0,9.0,8.0,,A001544,GPS,1986-09-08,2021-02-18,1544,1,0
MICHAEL,LEWIS,157612107.0,2546.0,27,1962.0,9.0,2.0,,A001545,GPS,1962-09-02,2018-03-01,1545,1,0
PATRICIA,TUCKER,900930809.0,2547.0,29,1989.0,1.0,3.0,3.0,A001546,GPS,1989-01-03,2020-11-11,1546,0,1
JAMES,JACKSON,940432278.0,2548.0,29,1964.0,12.0,10.0,,A001547,CPS,1964-12-10,2020-03-07,1547,1,0
RACHEL,ALLEN,860837920.0,2549.0,55,1986.0,8.0,23.0,,A001548,GPS,1986-08-23,2020-12-03,1548,0,0
JAMES,PEREZ,543497351.0,2550.0,65,1981.0,3.0,24.0,,A001549,GPS,1981-03-24,2020-09-20,1549,1,1
HELEN,DIAZ,403840023.0,2551.0,26,1966.0,5.0,14.0,,A001550,CPS,1966-05-14,2019-11-06,1550,0,0
EMMA,BROWN,118878315.0,2552.0,66,1990.0,1.0,26.0,3.0,A001551,CPS,1990-01-26,2020-08-06,1551,0,0
CHARLES,JENKINS,269061321.0,2553.0,38,1986.0,10.0,21.0,,A001552,GPS,1986-10-21,2020-12-05,1552,1,0
DENNIS,KENNEDY,256442305.0,2554.0,26,1974.0,7.0,27.0,,A001553,GPS,1974-07-27,2018-05-14,1553,0,1
JAMES,SMITH,585840777.0,2555.0,7,1991.0,7.0,24.0,,A001554,CPS,1991-07-24,2022-09-16,1554,1,1
DONALD,PEREZ,891493133.0,2556.0,28,2002.0,10.0,25.0,,A001555,CPS,2002-10-25,2021-04-19,1555,1,1
DONNA,WHITE,695163083.0,2557.0,28,1989.0,12.0,18.0,,A001556,CPS,1989-12-18,2019-03-01,1556,0,1
MICHAEL,WILLIAMS,773917422.0,2558.0,20,1962.0,1.0,19.0,,A001557,GPS,1962-01-19,2020-08-08,1557,1,1
DEBORAH,RUIZ,464622657.0,2559.0,10,1995.0,4.0,19.0,,A001558,GPS,1995-04-19,2022-06-17,1558,1,0
MATTHEW,SANDERS,963455243.0,2560.0,19,2000.0,6.0,13.0,,A001559,GPS,2000-06-13,2018-05-22,1559,1,1
WILLIAM,DIAZ,850453289.0,2561.0,30,1992.0,4.0,28.0,,A001560,CPS,1992-04-28,2019-03-09,1560,0,1
DANIEL,HERNANDEZ,427768381.0,2562.0,24,1989.0,10.0,19.0,,A001561,CPS,1989-10-19,2021-07-04,1561,1,0
MATTHEW,ELLIS,209134865.0,2563.0,58,1972.0,11.0,17.0,,A001562,GPS,1972-11-17,2021-07-25,1562,1,1
MICHAEL,COLEMAN,889401683.0,2564.0,42,1987.0,5.0,8.0,,A001563,CPS,1987-05-08,2018-03-08,1563,0,1
JOHN,HUNTER,349538086.0,2565.0,63,1996.0,11.0,20.0,,A001564,CPS,1996-11-20,2020-12-06,1564,1,1
RAYMOND,GOMEZ,225425369.0,2566.0,66,2000.0,2.0,21.0,,A001565,GPS,2000-02-21,2021-04-24,1565,1,0
GEORGE,MASON,166922348.0,2567.0,46,1977.0,1.0,12.0,,A001566,GPS,1977-01-12,2018-03-23,1566,1,0
PATRICIA,ADAMS,309123070.0,2568.0,59,2001.0,12.0,28.0,,A001567,GPS,2001-12-28,2022-05-15,1567,1,1
ANGELA,OWENS,827574199.0,2569.0,5,1960.0,7.0,26.0,,A001568,CPS,1960-07-26,2019-06-19,1568,0,1
WILLIE,SMITH,976118117.0,2570.0,45,2004.0,11.0,27.0,,A001569,CPS,2004-11-27,2018-05-15,1569,0,1
SHARON,JOHNSON,448094129.0,2571.0,28,1967.0,4.0,22.0,,A001570,CPS,1967-04-22,2021-09-28,1570,1,1
DIANE,RAMOS,932988523.0,2572.0,27,1973.0,10.0,10.0,2.0,A001571,GPS,1973-10-10,2018-10-13,1571,0,0
LAURA,MOORE,534457177.0,2573.0,24,1995.0,2.0,14.0,,A001572,CPS,1995-02-14,2021-10-18,1572,0,0
AMY,JOHNSON,931406241.0,2574.0,30,1991.0,11.0,16.0,,A001573,GPS,1991-11-16,2018-12-07,1573,0,0
CHRISTINE,FLORES,104101250.0,2575.0,34,2001.0,1.0,13.0,,A001574,GPS,2001-01-13,2021-10-21,1574,0,0
PATRICIA,BUTLER,512602023.0,2576.0,14,1961.0,5.0,10.0,,A001575,GPS,1961-05-10,2021-03-19,1575,1,0
JAMES,BROWN,441197632.0,2577.0,34,1985.0,7.0,5.0,,A001576,GPS,1985-07-05,2018-02-23,1576,0,0
JAMES,YOUNG,854809892.0,2578.0,6,1990.0,5.0,3.0,,A001577,CPS,1990-05-03,2019-05-06,1577,1,0
DEBRA,WAGNER,497592938.0,2579.0,59,1960.0,5.0,6.0,,A001578,GPS,1960-05-06,2022-03-12,1578,0,0
ANTHONY,JOHNSON,682280486.0,2580.0,58,1998.0,11.0,18.0,,A001579,CPS,1998-11-18,2019-03-09,1579,1,1
ELIZABETH,PAYNE,320249284.0,2581.0,6,1990.0,11.0,11.0,,A001580,CPS,1990-11-11,2022-01-04,1580,1,0
DAVID,WOOD,928985502.0,2582.0,11,1965.0,11.0,15.0,,A001581,CPS,1965-11-15,2021-02-25,1581,1,0
ROBERT,HERNANDEZ,125469151.0,2583.0,51,1970.0,3.0,23.0,,A001582,CPS,1970-03-23,2020-03-27,1582,1,1
MARY,BURNS,186038801.0,2584.0,52,1982.0,11.0,9.0,,A001583,CPS,1982-11-09,2020-06-13,1583,1,1
KENNETH,SIMPSON,576994301.0,2585.0,5,1977.0,11.0,6.0,,A001584,CPS,1977-11-06,2020-12-25,1584,0,1
VIRGINIA,YOUNG,316751675.0,2586.0,63,2002.0,5.0,4.0,,A001585,GPS,2002-05-04,2019-10-04,1585,0,1
BRIAN,MITCHELL,108311312.0,2587.0,3,1969.0,1.0,12.0,,A001586,CPS,1969-01-12,2019-03-15,1586,1,0
MARY,HOWARD,307546306.0,2588.0,41,1965.0,12.0,1.0,,A001587,GPS,1965-12-01,2018-08-04,1587,0,0
DAVID,GARRETT,281432480.0,2589.0,35,1997.0,3.0,14.0,,A001588,GPS,1997-03-14,2022-08-08,1588,0,0
MARY,LOPEZ,738760951.0,2590.0,60,1970.0,11.0,26.0,,A001589,CPS,1970-11-26,2018-11-04,1589,1,1
JAMES,ROGERS,553358159.0,2591.0,39,2004.0,3.0,27.0,,A001590,CPS,2004-03-27,2021-11-27,1590,0,0
ROBERT,FOWLER,888766146.0,2592.0,34,1968.0,10.0,6.0,,A001591,CPS,1968-10-06,2018-02-04,1591,1,1
MICHAEL,OLSON,833470772.0,2593.0,45,1978.0,3.0,28.0,,A001592,CPS,1978-03-28,2019-01-26,1592,0,1
MARY,BROOKS,498380659.0,2594.0,63,1990.0,1.0,14.0,,A001593,CPS,1990-01-14,2019-02-19,1593,0,0
DAVID,BERRY,569582564.0,2595.0,25,1973.0,1.0,2.0,,A001594,GPS,1973-01-02,2020-03-15,1594,0,1
PETER,HART,265654947.0,2596.0,14,1970.0,4.0,23.0,1.0,A001595,CPS,1970-04-23,2021-03-01,1595,1,1
DAVID,PERRY,912384680.0,2597.0,35,2003.0,1.0,13.0,,A001596,CPS,2003-01-13,2019-09-21,1596,0,0
JAMES,JACKSON,563810406.0,2598.0,58,2000.0,12.0,9.0,,A001597,GPS,2000-12-09,2019-10-11,1597,0,0
MICHAEL,MYERS,448708516.0,2599.0,38,1961.0,4.0,17.0,,A001598,CPS,1961-04-17,2021-10-20,1598,1,1
ROBERT,HERNANDEZ,677415427.0,2600.0,13,1960.0,1.0,21.0,,A001599,CPS,1960-01-21,2020-01-19,1599,1,1
CATHERINE,REED,880418082.0,2601.0,37,1989.0,4.0,1.0,,A001600,GPS,1989-04-01,2019-08-08,1600,1,1
STEVEN,HENDERSON,300603990.0,2602.0,48,1997.0,10.0,1.0,,A001601,CPS,1997-10-01,2020-07-23,1601,1,0
JAMES,COLLINS,303457477.0,2603.0,65,1969.0,3.0,7.0,,A001602,CPS,1969-03-07,2019-06-14,1602,0,1
DIANA,WISE,872823684.0,2604.0,62,1991.0,3.0,2.0,,A001603,CPS,1991-03-02,2022-05-12,1603,1,0
BETTY,DUNN,547064495.0,2605.0,27,1981.0,1.0,25.0,,A001604,GPS,1981-01-25,2021-01-28,1604,0,0
ROBERT,JOHNSON,716675038.0,2606.0,37,2003.0,8.0,7.0,,A001605,GPS,2003-08-07,2022-05-07,1605,0,1
MARGARET,MILLER,663436406.0,2607.0,9,1994.0,3.0,19.0,,A001606,GPS,1994-03-19,2021-11-10,1606,1,0
STEPHANIE,ROBERTSON,344317301.0,2608.0,14,1979.0,2.0,14.0,,A001607,GPS,1979-02-14,2018-05-27,1607,1,0
JAMES,ROBERTSON,218425222.0,2609.0,60,1990.0,11.0,25.0,,A001608,GPS,1990-11-25,2022-09-16,1608,1,1
ZACHARY,CHAVEZ,788410536.0,2610.0,42,1999.0,8.0,2.0,,A001609,CPS,1999-08-02,2018-09-16,1609,0,1
CHERYL,EVANS,256968371.0,2611.0,44,1993.0,12.0,8.0,,A001610,GPS,1993-12-08,2020-12-19,1610,0,1
PHILIP,WILLIAMS,453557092.0,2612.0,10,2004.0,6.0,10.0,,A001611,GPS,2004-06-10,2019-12-17,1611,1,1
KEITH,EVANS,333885554.0,2613.0,16,1985.0,6.0,20.0,,A001612,CPS,1985-06-20,2021-07-12,1612,0,1
NANCY,JOHNSON,254071766.0,2614.0,45,1998.0,10.0,13.0,,A001613,CPS,1998-10-13,2019-06-17,1613,0,1
DOUGLAS,SMITH,437267406.0,2615.0,9,1986.0,4.0,2.0,,A001614,CPS,1986-04-02,2022-09-12,1614,1,0
NANCY,RODRIGUEZ,462263972.0,2616.0,13,1975.0,8.0,14.0,,A001615,GPS,1975-08-14,2019-09-14,1615,1,1
CHRISTINA,HERNANDEZ,100648091.0,2617.0,11,1964.0,12.0,27.0,2.0,A001616,CPS,1964-12-27,2018-11-26,1616,0,1
DONNA,JONES,214668564.0,2618.0,29,1981.0,3.0,23.0,,A001617,GPS,1981-03-23,2021-07-26,1617,1,1
BETTY,GARDNER,177100486.0,2619.0,38,1974.0,2.0,19.0,,A001618,CPS,1974-02-19,2021-01-27,1618,1,0
ROBERT,MORRIS,744002909.0,2620.0,9,1975.0,5.0,20.0,,A001619,CPS,1975-05-20,2018-12-20,1619,0,0
JAMES,SANCHEZ,692019449.0,2621.0,32,1985.0,3.0,2.0,,A001620,CPS,1985-03-02,2021-11-05,1620,0,1
JOHN,DELGADO,757332592.0,2622.0,1,2002.0,6.0,8.0,,A001621,GPS,2002-06-08,2020-08-23,1621,0,1
WILLIAM,MAXWELL,427584131.0,2623.0,40,1997.0,4.0,12.0,,A001622,CPS,1997-04-12,2018-08-25,1622,1,1
THOMAS,WILLIAMS,950994851.0,2624.0,60,1974.0,12.0,15.0,,A001623,GPS,1974-12-15,2020-12-22,1623,0,1
GRACE,ROSS,127307854.0,2625.0,64,1978.0,11.0,14.0,3.0,A001624,CPS,1978-11-14,2021-04-17,1624,0,0
DANIELLE,LOPEZ,948105116.0,2626.0,18,1983.0,12.0,22.0,,A001625,GPS,1983-12-22,2018-10-09,1625,1,1
AUSTIN,HUNT,776762152.0,2627.0,54,1980.0,4.0,12.0,,A001626,GPS,1980-04-12,2019-02-06,1626,1,0
MARGARET,THOMAS,950877087.0,2628.0,28,1963.0,7.0,2.0,,A001627,GPS,1963-07-02,2021-03-03,1627,0,0
ANN,HALL,334336604.0,2629.0,5,1983.0,8.0,7.0,,A001628,CPS,1983-08-07,2018-11-07,1628,0,1
JESSE,WOODS,966417254.0,2630.0,28,2002.0,7.0,9.0,,A001629,GPS,2002-07-09,2020-03-28,1629,0,1
ROBERT,COOPER,887193549.0,2631.0,48,1986.0,1.0,1.0,,A001630,CPS,1986-01-01,2021-09-27,1630,1,0
HENRY,GONZALES,798881004.0,2632.0,64,1992.0,6.0,9.0,,A001631,GPS,1992-06-09,2022-06-01,1631,0,1
MICHAEL,WELLS,666427790.0,2633.0,31,1963.0,1.0,19.0,,A001632,GPS,1963-01-19,2018-07-12,1632,1,0
EMMA,JOHNSON,126459750.0,2634.0,62,1998.0,9.0,6.0,,A001633,CPS,1998-09-06,2021-08-05,1633,1,0
JAMES,MYERS,606407328.0,2635.0,53,1997.0,4.0,12.0,,A001634,GPS,1997-04-12,2019-05-11,1634,0,1
PAUL,MITCHELL,935385416.0,2636.0,17,2000.0,9.0,20.0,,A001635,CPS,2000-09-20,2022-05-06,1635,1,0
MARK,DANIELS,666012852.0,2637.0,21,1998.0,2.0,5.0,,A001636,GPS,1998-02-05,2020-02-03,1636,0,1
KENNETH,SMITH,294491360.0,2638.0,55,1966.0,12.0,19.0,,A001637,GPS,1966-12-19,2018-05-20,1637,1,0
RICHARD,MILLER,839140330.0,2639.0,8,1985.0,12.0,18.0,,A001638,CPS,1985-12-18,2018-06-01,1638,1,1
DIANA,GUZMAN,919479793.0,2640.0,31,1991.0,9.0,15.0,,A001639,CPS,1991-09-15,2022-06-04,1639,0,1
RUTH,SMITH,866301117.0,2641.0,46,1994.0,1.0,8.0,,A001640,GPS,1994-01-08,2022-05-14,1640,1,1
JOHNNY,PEARSON,730511424.0,2642.0,59,1972.0,1.0,25.0,,A001641,CPS,1972-01-25,2021-09-28,1641,1,0
CHARLOTTE,HERNANDEZ,540506200.0,2643.0,22,1987.0,12.0,3.0,,A001642,CPS,1987-12-03,2018-03-11,1642,0,1
JOSHUA,WALKER,748481361.0,2644.0,22,1998.0,7.0,6.0,,A001643,GPS,1998-07-06,2018-03-01,1643,0,1
MARY,DELGADO,141125319.0,2645.0,1,1981.0,1.0,21.0,,A001644,GPS,1981-01-21,2021-01-28,1644,1,0
JONATHAN,GONZALEZ,707521856.0,2646.0,22,1996.0,7.0,23.0,,A001645,CPS,1996-07-23,2021-10-13,1645,1,0
SARAH,PALMER,543078306.0,2647.0,4,1989.0,8.0,4.0,,A001646,GPS,1989-08-04,2018-07-20,1646,0,1
MICHAEL,HARRIS,962186546.0,2648.0,54,1977.0,3.0,13.0,,A001647,CPS,1977-03-13,2019-04-24,1647,1,0
MARY,JONES,510051993.0,2649.0,18,1961.0,5.0,23.0,,A001648,GPS,1961-05-23,2022-02-28,1648,1,1
JOHN,PATEL,262294004.0,2650.0,65,1970.0,9.0,25.0,1.0,A001649,GPS,1970-09-25,2021-08-14,1649,0,0
KIMBERLY,FLORES,952297950.0,2651.0,61,1988.0,9.0,9.0,,A001650,CPS,1988-09-09,2022-11-26,1650,1,1
OSCAR,MOORE,185953872.0,2652.0,48,1965.0,1.0,13.0,,A001651,CPS,1965-01-13,2021-11-24,1651,0,0
BETTY,SANCHEZ,621027327.0,2653.0,28,1971.0,10.0,4.0,,A001652,GPS,1971-10-04,2018-02-14,1652,1,1
JANET,FOWLER,633251233.0,2654.0,46,2001.0,2.0,20.0,,A001653,GPS,2001-02-20,2020-08-01,1653,0,0
STEPHEN,GARCIA,170800661.0,2655.0,36,1965.0,6.0,14.0,,A001654,CPS,1965-06-14,2022-10-24,1654,0,1
RYAN,GRANT,148350097.0,2656.0,32,1974.0,9.0,26.0,1.0,A001655,GPS,1974-09-26,2021-04-23,1655,1,0
PATRICIA,BENNETT,798555295.0,2657.0,5,1973.0,7.0,27.0,,A001656,CPS,1973-07-27,2019-09-09,1656,1,1
SHARON,WILLIAMS,772970480.0,2658.0,57,1986.0,10.0,21.0,,A001657,CPS,1986-10-21,2020-04-26,1657,1,1
ROBERT,MARTINEZ,655517589.0,2659.0,26,1988.0,9.0,6.0,,A001658,GPS,1988-09-06,2021-03-14,1658,0,0
ASHLEY,PALMER,407179577.0,2660.0,54,1998.0,6.0,4.0,,A001659,GPS,1998-06-04,2019-12-23,1659,0,1
KENNETH,LEE,532906646.0,2661.0,58,1979.0,1.0,18.0,,A001660,GPS,1979-01-18,2020-04-17,1660,1,0
JOHN,GARCIA,958097036.0,2662.0,63,1996.0,4.0,19.0,,A001661,CPS,1996-04-19,2021-11-08,1661,0,1
PATRICIA,GEORGE,676345040.0,2663.0,28,1990.0,8.0,8.0,,A001662,GPS,1990-08-08,2019-08-26,1662,1,1
JANET,WOODS,566377537.0,2664.0,44,1974.0,8.0,18.0,,A001663,CPS,1974-08-18,2021-05-22,1663,0,1
SHARON,MORALES,801821350.0,2665.0,58,1979.0,12.0,11.0,,A001664,CPS,1979-12-11,2019-03-05,1664,1,0
ROBERT,COX,333502886.0,2666.0,54,1988.0,4.0,18.0,,A001665,GPS,1988-04-18,2022-04-23,1665,1,0
ELIZABETH,GONZALEZ,206670014.0,2667.0,45,1994.0,6.0,7.0,2.0,A001666,CPS,1994-06-07,2022-03-07,1666,0,0
NATHAN,NGUYEN,711850890.0,2668.0,48,1990.0,10.0,10.0,,A001667,CPS,1990-10-10,2021-09-05,1667,0,0
ROBERT,CARTER,108733865.0,2669.0,54,1965.0,1.0,24.0,,A001668,CPS,1965-01-24,2020-08-01,1668,0,0
JOSEPH,NORRIS,875848106.0,2670.0,43,1994.0,12.0,18.0,,A001669,GPS,1994-12-18,2019-08-01,1669,1,0
JAMES,SMITH,162108984.0,2671.0,11,1985.0,11.0,23.0,,A001670,CPS,1985-11-23,2022-05-09,1670,0,1
GABRIEL,GEORGE,862577774.0,2672.0,50,2001.0,2.0,14.0,,A001671,GPS,2001-02-14,2022-11-03,1671,0,1
SAMANTHA,ALVARADO,706864867.0,2673.0,38,1988.0,10.0,5.0,,A001672,CPS,1988-10-05,2020-10-12,1672,0,1
JOSEPH,SMITH,528454634.0,2674.0,19,1984.0,1.0,14.0,,A001673,CPS,1984-01-14,2022-05-20,1673,0,0
KENNETH,BLAKE,417981136.0,2675.0,19,1999.0,2.0,19.0,,A001674,CPS,1999-02-19,2021-01-26,1674,1,1
MICHELLE,KING,468215796.0,2676.0,28,1978.0,10.0,17.0,,A001675,CPS,1978-10-17,2018-09-06,1675,1,1
BETTY,NORRIS,724073522.0,2677.0,49,1961.0,11.0,24.0,,A001676,GPS,1961-11-24,2020-04-02,1676,0,1
SAMANTHA,CHAVEZ,435352722.0,2678.0,42,1984.0,12.0,25.0,,A001677,GPS,1984-12-25,2019-12-22,1677,0,0
DAVID,HOLLAND,153075672.0,2679.0,51,1983.0,8.0,21.0,,A001678,CPS,1983-08-21,2018-08-18,1678,0,0
MARK,RAMIREZ,737053072.0,2680.0,38,1965.0,2.0,10.0,,A001679,GPS,1965-02-10,2022-03-19,1679,0,1
PATRICIA,JONES,585133511.0,2681.0,11,1999.0,5.0,28.0,,A001680,CPS,1999-05-28,2018-11-14,1680,0,1
DOUGLAS,JACKSON,899959314.0,2682.0,67,1994.0,6.0,7.0,,A001681,CPS,1994-06-07,2020-03-23,1681,0,1
JAMES,BROWN,743563592.0,2683.0,23,1984.0,7.0,1.0,2.0,A001682,GPS,1984-07-01,2022-12-25,1682,0,0
PAUL,HARRIS,721363284.0,2684.0,32,1972.0,6.0,25.0,,A001683,GPS,1972-06-25,2021-08-06,1683,1,0
ASHLEY,TAYLOR,603717774.0,2685.0,4,1967.0,5.0,21.0,,A001684,CPS,1967-05-21,2021-11-02,1684,1,1
JAMES,DAVIS,293798237.0,2686.0,1,1983.0,7.0,4.0,,A001685,CPS,1983-07-04,2019-06-28,1685,0,0
MICHAEL,JOHNSON,934330363.0,2687.0,41,1964.0,7.0,17.0,,A001686,GPS,1964-07-17,2022-09-06,1686,1,1
MARY,BROWN,369667967.0,2688.0,41,1983.0,8.0,6.0,,A001687,GPS,1983-08-06,2022-03-16,1687,1,1
JEAN,JONES,150697747.0,2689.0,49,1969.0,2.0,27.0,,A001688,GPS,1969-02-27,2018-07-13,1688,0,1
MARY,PHILLIPS,352009512.0,2690.0,29,1988.0,12.0,16.0,,A001689,GPS,1988-12-16,2021-09-07,1689,1,0
CAROL,GONZALEZ,893088499.0,2691.0,41,2000.0,7.0,5.0,,A001690,GPS,2000-07-05,2021-11-23,1690,1,0
JAMES,THOMPSON,753055651.0,2692.0,16,1986.0,12.0,28.0,,A001691,CPS,1986-12-28,2018-07-02,1691,0,0
ASHLEY,HAWKINS,394909202.0,2693.0,59,1983.0,3.0,28.0,,A001692,GPS,1983-03-28,2020-01-15,1692,0,0
ROBERT,JENKINS,144949815.0,2694.0,21,1976.0,1.0,19.0,2.0,A001693,CPS,1976-01-19,2021-02-14,1693,0,0
ANDREW,TAYLOR,166448926.0,2695.0,67,1963.0,7.0,9.0,,A001694,GPS,1963-07-09,2021-12-21,1694,0,1
THOMAS,FISHER,650948219.0,2696.0,8,2000.0,7.0,1.0,,A001695,GPS,2000-07-01,2022-09-26,1695,0,0
WILLIAM,FOWLER,667434796.0,2697.0,56,1960.0,6.0,19.0,,A001696,CPS,1960-06-19,2019-10-02,1696,0,0
RACHEL,SCHMIDT,928196942.0,2698.0,58,1989.0,3.0,14.0,,A001697,CPS,1989-03-14,2019-02-20,1697,1,1
JOHN,MOORE,879407068.0,2699.0,26,1970.0,1.0,15.0,,A001698,GPS,1970-01-15,2022-01-10,1698,0,1
HOWARD,WISE,347059672.0,2700.0,26,1978.0,12.0,3.0,,A001699,CPS,1978-12-03,2018-10-06,1699,0,1
MICHAEL,MUNOZ,653815422.0,2701.0,44,1981.0,3.0,13.0,,A001700,GPS,1981-03-13,2022-02-09,1700,1,1
SAMUEL,MCGUIRE,613088980.0,2702.0,8,1972.0,1.0,3.0,,A001701,GPS,1972-01-03,2021-05-12,1701,1,1
JAMES,CRAWFORD,176267322.0,2703.0,41,1977.0,3.0,28.0,,A001702,CPS,1977-03-28,2019-05-26,1702,0,0
WILLIAM,BENNETT,492254329.0,2704.0,45,1975.0,10.0,17.0,,A001703,CPS,1975-10-17,2022-11-16,1703,1,1
HEATHER,WOODS,741002029.0,2705.0,47,1971.0,11.0,12.0,,A001704,CPS,1971-11-12,2019-07-02,1704,1,0
MARGARET,CAMPBELL,122100251.0,2706.0,47,1977.0,1.0,3.0,,A001705,CPS,1977-01-03,2018-01-18,1705,0,1
FRANCES,GRAHAM,224403796.0,2707.0,13,1991.0,10.0,16.0,,A001706,GPS,1991-10-16,2020-03-26,1706,1,1
BRIAN,NELSON,720875674.0,2708.0,12,1987.0,4.0,2.0,,A001707,GPS,1987-04-02,2018-03-11,1707,1,0
LINDA,LEE,323501814.0,2709.0,37,2000.0,10.0,22.0,,A001708,GPS,2000-10-22,2022-03-24,1708,0,0
JOSHUA,WILSON,837368739.0,2710.0,13,2002.0,10.0,15.0,,A001709,CPS,2002-10-15,2019-07-08,1709,1,1
LISA,YOUNG,692447933.0,2711.0,10,1972.0,12.0,23.0,,A001710,GPS,1972-12-23,2021-04-23,1710,0,0
